HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,LV,Latvia,6.8300676,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,NO,Norway,0.18117054,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,PL,Poland,0.29628746,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,SE,Sweden,2.63113017,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,SI,Slovenia,1.66954173,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,SK,Slovakia,1.43970918,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2015,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,AT,Austria,1.01036573,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,CZ,Czech Republic,5.284152,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,DE,Germany,0.35947563,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,EE,Estonia,6.00767361,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,EU_EEA31,EU/EEA,0.504372,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,EU28,EU,0.507936,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,FR,France,0.01646674,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,HU,Hungary,0.1421773,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,IT,Italy,0.06495732,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,LT,Lithuania,20.73307922,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,LV,Latvia,4.45085313,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,NL,Netherlands,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,NO,Norway,0.1788324,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,PL,Poland,0.53847923,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,SE,Sweden,2.44705338,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,SI,Slovenia,1.78701933,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,SK,Slovakia,3.02590513,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2016,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,AT,Austria,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,CZ,Czech Republic,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,DE,Germany,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,EE,Estonia,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,EU_EEA31,EU/EEA,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,EU28,EU,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,FI,Finland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,FR,France,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,HR,Croatia,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,HU,Hungary,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,IT,Italy,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,LT,Lithuania,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,LV,Latvia,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,NL,Netherlands,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,NO,Norway,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,PL,Poland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,SE,Sweden,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,SI,Slovenia,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,SK,Slovakia,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Age standardised rate,N/100000,2017,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,AT,Austria,0.42815749,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,CZ,Czech Republic,5.42575778,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,DE,Germany,0.23279582,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,EE,Estonia,13.43176249,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,EU_EEA31,EU/EEA,0.476874,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,EU28,EU,0.481288,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,FR,France,0.00153193,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,HU,Hungary,0.42287874,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,LT,Lithuania,8.42311048,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,LV,Latvia,3.52110437,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,NO,Norway,0.12034008,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,PL,Poland,0.31263306,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,RO,Romania,0.01492834,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,SE,Sweden,2.97378795,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,SI,Slovenia,7.97860954,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,SK,Slovakia,0.57361496,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2012,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,AT,Austria,1.11218122,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,CZ,Czech Republic,5.91472619,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,DE,Germany,0.47315235,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,EE,Estonia,8.63522535,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,EU_EEA31,EU/EEA,0.570867,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,EU28,EU,0.576229,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,FR,France,0.00152438,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,HU,Hungary,0.25230103,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,IT,Italy,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,LT,Lithuania,13.52667733,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,LV,Latvia,11.36461897,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,NO,Norway,0.07918792,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,PL,Poland,0.35467947,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,RO,Romania,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,SE,Sweden,2.12434358,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,SI,Slovenia,14.8628754,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,SK,Slovakia,2.88310346,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2013,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,AT,Austria,0.84628362,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,CZ,Czech Republic,3.88112384,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,DE,Germany,0.27486315,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,EE,Estonia,6.23186015,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,EL,Greece,0.0091518,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,EU_EEA31,EU/EEA,0.385815,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,EU28,EU,0.38808,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,FR,France,0.01061534,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,HU,Hungary,0.26322809,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,IT,Italy,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,LT,Lithuania,11.78879907,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,LV,Latvia,7.44453571,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,NO,Norway,0.17619523,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,PL,Poland,0.33931424,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,RO,Romania,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,SE,Sweden,1.83517362,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,SI,Slovenia,4.85181348,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,SK,Slovakia,2.12335825,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2014,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,AT,Austria,0.76878938,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,CZ,Czech Republic,3.28326979,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,DE,Germany,0.23399724,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,EE,Estonia,8.59400549,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,EL,Greece,0.00920978,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,EU_EEA31,EU/EEA,0.358509,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,EU28,EU,0.360517,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,FR,France,0.01053324,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,HU,Hungary,0.223224,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,IT,Italy,0.00822427,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,LT,Lithuania,11.39918295,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,LV,Latvia,7.09935471,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,NO,Norway,0.1741994,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,PL,Poland,0.29995568,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,SE,Sweden,2.6366127,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,SI,Slovenia,1.74513809,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,SK,Slovakia,1.45720188,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2015,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,AT,Austria,1.02293312,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,CZ,Czech Republic,5.30612403,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,DE,Germany,0.36993911,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,EE,Estonia,6.07928604,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,EU_EEA31,EU/EEA,0.51438,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,EU28,EU,0.51812,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,FR,France,0.01648422,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,HU,Hungary,0.14241413,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,IT,Italy,0.06593527,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,LT,Lithuania,21.74095171,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,LV,Latvia,4.62173627,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,NL,Netherlands,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,NO,Norway,0.17272081,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,PL,Poland,0.55047501,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,SE,Sweden,2.37538926,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,SI,Slovenia,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,SK,Slovakia,3.07763074,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2016,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,AT,Austria,1.3450566,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,BG,Bulgaria,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,CZ,Czech Republic,6.37122098,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,DE,Germany,0.52592257,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,EE,Estonia,6.30874064,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,EU_EEA31,EU/EEA,0.494893,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,EU28,EU,0.498042,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,FR,France,0.00149278,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,HR,Croatia,0.24071948,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,HU,Hungary,0.13268608,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,IT,Italy,0.0379604,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,LT,Lithuania,16.46825173,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,LU,Luxembourg,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,LV,Latvia,9.12766214,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,NL,Netherlands,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,NO,Norway,0.2091924,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,PL,Poland,0.5161567,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,RO,Romania,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,SE,Sweden,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,SI,Slovenia,4.9373274,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,SK,Slovakia,1.37985772,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Notification rate,N/100000,2017,UK,United Kingdom,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,AT,Austria,36,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,BE,Belgium,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,CZ,Czech Republic,570,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,DE,Germany,187,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,EE,Estonia,178,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,EL,Greece,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,ES,Spain,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,EU_EEA31,EU/EEA,1944,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,EU28,EU,1938,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,FI,Finland,-,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,FR,France,1,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,HR,Croatia,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,HU,Hungary,42,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,IE,Ireland,0,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,LT,Lithuania,253,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,LV,Latvia,72,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,NO,Norway,6,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,PL,Poland,119,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,RO,Romania,3,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,SE,Sweden,282,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,SI,Slovenia,164,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,SK,Slovakia,31,,,,,,,
Tick-borne encephalitis,Locally acquired confirmed cases,Reported cases,N,2012,UK,United Kingdom,0,,,,,,,
